zip,count
33313,164
33328,24
33351,90
33410,130
33417,85
33432,19
33441,45
33445,50
33446,38
33511,250
33569,28
33574,1
33578,8
33603,28
33614,145
33634,4
33704,7
33764,6
33781,27
33815,1
33873,2
33907,69
33909,11
34113,8
34203,9
34233,19
34238,6
34420,57
34464,8
34491,8
34714,3
34736,3
34769,26
34788,16
34986,80
34994,37
30005,91
30024,36
30066,12
30120,29
30122,8
30228,4
30248,23
30253,31
30264,1
30307,1
30309,192
30363,5
30411,1
30415,8
30535,11
30538,1
30601,19
30642,42
30721,4
31024,15
31089,9
31206,3
31326,17
31404,32
31410,16
31548,3
31794,19
39823,4
51012,1
51640,3
51653,6
83651,5
83702,1
83709,9
83815,21
83854,39
60048,103
60068,18
60098,1
60174,2
60201,30
60434,1
60546,13
60603,1
60640,8
60941,1
61264,1
61265,5
61602,1
62040,14
62234,4
62901,100
62906,2
46217,1
46268,2
46350,5
46402,4
46404,3
46406,1
46701,1
46703,5
46725,2
46809,4
47167,5
47274,2
47558,3
47803,12
47834,5
66049,7
66061,6
66223,31
66614,1
67026,3
40065,5
40218,61
40245,2
40258,46
40374,3
40489,1
40743,1
41017,10
41824,1
42303,10
42431,4
42602,4
42765,4
70363,1
70380,26
70441,1
70544,7
70570,7
1583,2
1757,1
1844,9
2043,7
2540,8
2601,2
20603,16
20646,14
20688,12
20736,5
20748,9
20772,10
20794,1
20854,20
20878,35
20895,19
21031,4
21090,3
21133,11
21146,11
21157,57
21202,134
21224,76
21227,2
21791,1
21801,73
21817,8
21842,15
21901,9
49022,1
49418,3
55110,1
55344,1
63049,5
63106,1
63116,1
63119,37
63376,53
63437,4
63857,3
64068,16
64082,3
64086,2
64111,11
64114,3
64131,20
65001,5
65020,1
65026,1
65066,1
65109,6
65486,1
38901,21
39204,16
39564,40
59632,1
59803,1
27017,1
27023,16
27103,527
27107,10
27263,2
27301,1
27310,3
27317,3
27331,1
27377,1
27401,10
27534,49
27560,12
27573,30
27587,32
27886,6
27932,4
28034,2
28054,29
28112,45
28115,2
28216,6
28223,1
28305,5
28340,8
28365,32
28403,24
28466,13
28590,2
28705,3
28716,6
68601,11
3087,10
3103,1
3104,2
3301,1
7005,11
7019,1
7046,7
7050,5
7088,13
7206,2
7302,19
7435,1
7457,5
7628,9
7660,5
7717,15
7751,3
7821,6
7850,10
7857,2
7930,26
7950,10
7962,20
8015,12
8046,60
8065,1
8071,9
8075,11
8204,17
8225,77
8332,27
8350,5
8402,20
8406,35
8530,6
8560,1
8701,133
8754,5
8836,8
87532,11
87553,2
89106,33
89119,29
89451,5
89502,80
89557,7
89701,53
10023,9
10035,2
10038,20
10282,2
10453,7
10460,5
10468,6
10472,1
10512,9
10514,1
10528,5
10709,3
10977,12
11050,2
11106,1
11203,5
11206,1
11217,12
11236,17
11355,90
11422,1
11566,9
11580,6
11731,3
11738,2
11746,11
11751,3
11764,2
11767,12
11772,18
11777,35
12056,1
12159,21
12182,3
12471,2
12524,24
12569,1
12581,3
12754,2
12801,5
13329,2
14220,1
43044,1
43055,13
43085,6
43138,19
43146,7
43206,1
43224,9
43231,17
43701,10
43764,6
43950,1
44115,3
44311,10
44502,4
44705,2
44708,6
44820,1
45036,25
45140,12
45177,21
45204,2
45230,4
45241,3
45267,1
45315,4
45344,1
45371,1
45424,10
45504,2
73759,10
74131,1
97005,9
97147,7
97206,4
97623,2
97701,1
97756,3
15102,15
15139,2
15209,1
15217,3
15222,4
15224,9
15238,3
15338,14
15349,9
15626,1
17055,1
17361,3
17557,2
17603,1
18102,1
18229,2
18347,1
18372,2
18512,10
18518,1
18917,7
18923,10
18942,3
19027,20
19123,12
19125,10
19131,8
19134,36
19147,15
19335,14
19444,11
29115,15
29122,10
29138,1
29204,54
29206,1
29302,23
29424,1
29455,6
29520,3
29572,26
29575,8
29626,1
29650,45
29653,2
29706,1
29709,5
29846,3
37055,9
37172,14
37207,27
37209,3
37311,13
37410,5
37412,2
37419,1
37604,8
37752,2
37760,2
37772,9
37830,12
37863,5
37914,1
37920,46
37923,6
37934,16
37996,1
38024,2
38063,5
38133,7
38237,6
38357,2
38372,11
38485,4
75009,1
75028,15
75040,4
75048,1
75069,65
75074,9
75082,45
75110,1
75125,1
75149,32
75154,1
75165,11
75208,43
76014,63
76040,18
76051,25
76107,9
76234,29
76692,4
76825,3
76859,1
76903,19
77005,25
77007,22
77012,2
77060,4
77354,6
77381,55
77386,6
77389,3
77479,98
77506,3
77520,1
77704,1
77905,1
78069,1
78114,87
78130,109
78219,3
78229,329
78237,14
78355,6
78404,283
78552,2
78572,58
78589,1
78593,7
78613,4
78628,31
78633,14
78723,4
78741,16
78840,60
79072,2
79109,8
79510,6
79903,1
84020,14
84074,13
84104,4
84106,1
84117,8
84403,3
84784,1
20118,2
20155,34
20167,3
22003,56
22044,26
22151,3
22207,2
22304,48
22311,9
22448,5
22482,19
22485,1
22908,7
22942,2
22960,8
23055,4
23060,23
23086,6
23113,18
23116,162
23185,31
23220,72
23417,4
23451,82
23507,62
23703,33
23821,1
23847,6
24248,2
24314,15
24401,8
24656,5
820,11
98005,2
98109,2
98118,29
98125,36
98144,1
98204,8
98902,1
54601,7
24701,154
24836,10
24910,3
25508,4
25701,3
25882,1
26102,1
26201,8
26292,6
26426,5
26525,3
26554,34
26814,4
35007,12
35474,5
35501,4
35555,4
35603,8
35645,5
35758,22
35802,8
36106,57
36350,1
36571,13
36603,6
36867,10
71635,2
71744,1
72023,3
72143,10
72223,9
72324,2
72360,1
72901,2
85013,117
85015,92
85022,6
85037,91
85203,24
85206,196
85208,1
85296,70
85323,33
85331,6
85365,4
85369,4
85374,70
85395,88
85396,2
85607,36
85643,5
85711,34
85755,21
85935,1
85937,8
86442,77
90007,3
90011,2
90013,8
90017,50
90020,14
90029,8
90033,135
90041,2
90046,4
90049,1
90230,5
90240,26
90266,12
90303,1
90621,16
90670,3
90731,10
90810,1
90814,6
91010,9
91203,13
91306,1
91405,25
91406,3
91702,27
91723,120
91732,5
91770,2
91780,37
92021,3
92058,3
92108,7
92130,7
92274,19
92336,3
92404,70
92501,6
92592,53
92653,227
92701,46
92804,34
92808,6
92868,96
93230,30
93240,11
93247,11
93446,3
93449,2
93535,1
93631,1
93673,2
93721,12
93926,4
94105,9
94402,5
94506,10
94546,28
94559,2
94588,24
94621,1
94806,26
95014,5
95111,1
95120,7
95472,3
95815,1
95945,3
96002,32
80011,24
80012,98
80015,2
80104,32
80129,51
80130,1
80205,34
80227,7
80233,30
80238,6
80246,18
80443,13
80535,1
80808,1
80904,2
80917,18
80924,16
81003,96
81007,7
81215,1
81324,4
81422,16
6032,1
6516,1
6705,1
20019,25
20037,333
19734,1
19952,3
32025,3
32055,8
32221,3
32226,4
32503,34
32566,5
32570,6
32626,4
32696,8
32726,27
32751,38
32807,49
32808,25
32953,11
32976,4
33009,198
33013,80
33016,91
33021,225
33065,174
33130,6
33146,8
33157,85
33165,74
33194,2
33304,20
33334,101
33542,132
33544,44
33625,29
33767,2
33870,52
33884,10
33912,104
33990,23
34102,75
34108,21
34134,8
34219,18
34221,32
34243,1
34473,2
34474,61
34655,35
34684,80
34689,18
34997,26
30016,3
30019,20
30041,99
30052,25
30060,123
30067,10
30071,9
30078,78
30080,16
30082,7
30093,8
30108,8
30127,3
30238,1
30281,118
30311,7
30318,32
30328,43
30342,240
30457,1
30527,1
30622,42
30628,2
30750,3
30828,2
31036,2
31047,1
31055,3
31069,17
31217,13
31701,12
31808,1
31901,64
52241,1
52722,2
52761,3
83646,1
83713,12
60047,1
60101,17
60120,4
60410,1
60416,1
60429,1
60521,29
60560,1
60614,4
60616,2
60620,8
60622,78
60661,1
60706,4
61705,1
61920,2
62062,20
62258,16
62881,6
46032,6
46041,1
46044,4
46107,1
46229,1
46237,21
46239,2
46901,18
46923,4
47117,2
47130,37
47302,7
47348,1
47396,2
47512,1
47872,8
47876,2
47904,12
47978,1
66112,17
66209,50
66441,3
66503,2
66713,6
67037,9
67156,1
67212,12
67410,1
67502,1
40031,31
40033,2
40059,11
40108,2
40143,2
40403,5
40422,6
40484,25
40511,3
40729,10
41002,1
41051,1
41844,1
42001,81
42003,57
42031,4
42164,7
42327,1
42372,1
42411,1
70079,3
70114,13
70127,5
70131,1
70460,7
70462,1
70518,1
70538,4
70601,6
70653,1
70764,5
70806,43
71055,2
71284,1
1450,1
1841,3
2035,1
2115,3
2130,1
2452,4
20613,5
20653,1
20710,4
20814,70
20910,187
21014,80
21117,23
21158,3
21162,2
21211,44
21213,6
21229,72
21287,67
21702,127
21798,1
21915,1
48329,7
48532,2
48823,13
49546,8
55305,2
55369,20
63010,10
63020,2
63043,19
63050,4
63123,1
63304,46
63701,1
63755,1
64012,20
64130,18
64456,1
65051,2
65584,1
38878,1
39157,2
39180,9
39206,2
39302,1
39429,2
39503,8
39560,1
39565,2
39571,1
39762,1
27051,11
27157,2
27215,98
27282,3
27312,9
27510,92
27517,3
27520,51
27602,1
27801,13
27805,10
27915,4
28117,87
28150,22
28160,6
28227,13
28425,13
28580,9
28636,1
28659,71
28681,12
28711,5
28754,14
3077,1
3809,1
7003,34
7060,4
7070,12
7111,8
7310,3
7403,2
7420,8
7650,7
7661,2
7701,61
7712,53
7754,11
7826,6
7828,8
7922,106
7932,31
7936,8
7980,2
8057,70
8080,173
8098,8
8107,1
8240,3
8244,108
8628,29
8723,79
8758,1
8840,23
8853,9
8869,55
8901,106
87102,3
87701,3
87901,4
88001,3
89103,17
89122,2
89144,39
89169,14
89183,2
89415,1
89429,2
89448,1
10024,12
10034,27
10451,9
10473,5
10583,2
10591,7
10598,9
10705,1
10963,1
10989,4
11021,37
11208,4
11219,14
11238,13
11412,3
11427,6
11433,1
11550,2
11701,2
11705,4
11733,94
11803,10
11944,5
11946,2
12078,2
12148,3
12193,1
12205,32
12207,1
12208,29
12306,2
12449,4
12477,13
12480,3
12564,5
12719,2
13088,5
14304,1
43064,1
43082,30
43160,10
43219,18
43311,7
43566,1
43606,1
43812,2
44132,1
44195,7
44730,1
45011,24
45040,4
45044,10
45142,1
45324,1
45651,8
45723,9
45880,1
73104,3
74403,1
97030,1
97210,1
97227,8
97304,4
97471,4
15012,4
15086,1
15136,12
15143,11
15359,6
16105,16
16226,1
16686,1
18040,1
18055,1
18072,2
18104,14
18210,1
18431,3
18519,4
18951,36
19001,18
19044,11
19055,15
19056,24
19096,70
19121,6
19145,22
19154,8
19446,59
19454,2
19474,5
29061,3
29108,7
29142,4
29150,30
29223,12
29360,24
29385,3
29482,1
29583,14
29609,4
29640,25
29730,6
29817,7
29936,21
29941,3
37042,10
37091,12
37167,30
37215,1
37363,1
37398,1
37421,24
37620,5
37692,3
37721,1
37763,2
37813,3
37915,1
37919,8
38052,5
38053,5
38060,1
38080,2
38108,1
38109,7
38116,1
38555,42
75001,2
75006,28
75007,5
75010,19
75032,39
75035,40
75090,22
75093,75
75098,6
75146,2
75160,3
75203,54
75211,13
75219,22
75243,20
75482,12
75559,1
75703,16
76115,3
76116,7
76118,1
76240,2
77020,18
77043,1
77063,18
77067,9
77074,86
77093,8
77225,1
77340,36
77346,2
77450,61
77465,1
77502,3
77564,1
77856,5
77859,4
78043,24
78118,2
78163,13
78224,162
78413,3
78586,8
78602,3
78654,8
78666,30
78724,4
78734,3
79403,8
79404,9
79703,9
79735,3
84010,11
84045,13
84047,4
84057,4
84332,20
84601,9
20105,1
20166,1
22102,2
22309,9
22312,1
22408,45
22443,1
23009,2
23059,31
23112,173
23301,2
23310,1
23336,2
23454,87
23504,1
23518,42
23601,34
23922,8
23927,1
24260,7
24330,1
24333,6
24352,13
24592,5
24651,9
98003,21
98011,22
98057,11
98103,19
98105,3
98155,9
98901,4
53215,3
53545,1
24963,13
24991,5
25070,7
25304,71
25840,13
26104,1
26224,1
26287,3
26410,2
26847,1
26851,2
82601,13
35044,10
35085,11
35125,2
35206,1
35653,3
35765,1
35960,1
36064,6
36301,74
36360,1
36467,4
36587,1
72015,7
72106,2
72150,2
72205,49
72501,28
72701,2
72741,9
72758,4
72764,24
85006,85
85034,71
85048,32
85233,5
85251,65
85259,8
85304,28
85381,87
85624,3
85635,38
85705,27
85713,46
85925,7
85936,1
86301,67
90015,159
90018,9
90022,12
90201,9
90272,3
90277,313
90292,14
90501,48
90631,18
90650,13
90701,4
90706,8
90744,8
90802,15
90803,2
91362,1
91401,6
91744,4
91790,77
92093,2
92117,9
92120,20
92121,22
92128,108
92203,83
92240,50
92395,266
92508,5
92545,7
92553,34
92651,8
92831,1
92882,32
93030,22
93420,4
93638,22
93933,2
94025,1
94085,1
94143,36
94158,5
94517,2
94563,50
94595,34
94704,78
94706,6
94709,7
94904,15
95010,1
95019,4
95112,6
95122,2
95124,141
95134,8
95401,2
95448,3
95817,2
96093,1
80023,10
80031,62
80045,7
80124,86
80207,2
80249,8
80260,18
80301,1
80516,1
80634,1
80907,17
81120,3
81140,2
6512,3
6820,4
20001,62
19904,136
19947,34
19963,70
32063,2
32080,15
32095,5
32112,42
32129,59
32136,2
32145,2
32169,27
32223,11
32256,100
32266,1
32301,3
32322,3
32404,1
32424,10
32456,1
32571,7
32578,12
32605,13
32606,4
32713,14
32803,37
32810,12
32940,21
32966,4
33024,219
33030,89
33032,3
33064,45
33138,55
33155,99
33168,13
33174,10
33310,2
33315,3
33319,22
33325,1
33435,44
33460,3
33462,56
33540,16
33547,3
33626,32
33755,13
33774,8
33801,12
33803,83
33825,12
33836,1
33844,45
33853,41
33913,5
33935,4
34234,1
34477,2
34637,5
34667,66
34685,1
34743,12
34785,1
30014,42
30068,15
30157,17
30214,86
30233,7
30286,19
30303,1
30313,1
30339,13
30513,10
30525,13
30529,14
30542,7
30549,1
30572,4
30813,5
30904,13
31021,8
31064,1
31401,13
31816,7
31902,31
31909,24
52804,7
83607,3
83703,16
60004,37
60021,1
60033,2
60050,2
60074,1
60089,14
60103,4
60133,5
60137,43
60406,5
60432,5
60563,41
60609,7
60611,33
60625,57
61401,2
61415,4
61480,2
62201,1
62220,16
62260,1
62263,2
62269,2
62321,4
62454,1
62884,7
62946,1
46068,2
46173,5
46176,5
46184,1
46222,4
46383,11
46539,2
46555,2
46619,3
46774,1
46814,1
47150,14
47401,1
47452,1
47918,1
64130,2
66219,4
66615,8
66725,2
67203,2
67530,11
40069,8
40214,11
40215,58
40456,1
40601,53
40906,13
40962,10
41649,1
42104,39
42276,4
42378,1
70117,4
70119,75
70301,23
70445,1
70520,7
70525,1
70549,1
70714,9
70754,2
70757,2
70775,3
71001,2
71082,1
1532,1
1810,3
1830,1
1831,2
1949,6
2459,1
20714,1
20721,34
20722,11
20817,79
20903,7
21017,1
21029,2
21043,23
21222,55
21231,18
21502,39
21643,1
21793,1
21863,3
4240,1
48103,1
48237,1
48327,2
55423,1
63011,12
63031,15
63367,78
64489,2
64772,5
65038,3
65075,1
65236,1
65275,1
65355,2
65721,9
38663,1
38751,1
38801,3
38821,7
39046,7
39150,3
39301,3
39425,10
39576,1
39705,4
27040,6
27213,2
27295,7
27302,10
27323,6
27341,5
27408,11
27502,19
27519,4
27569,3
27614,21
27807,1
27893,33
27949,8
28041,3
28079,5
28092,9
28139,6
28147,17
28273,15
28352,22
28353,1
28384,4
28444,2
28454,5
28459,2
28461,18
28540,2
28607,44
28621,23
28640,13
28642,5
28655,4
28734,11
28802,41
68826,2
68847,1
3031,2
3833,3
3878,26
7024,21
7033,1
7036,47
7057,6
7093,35
7101,14
7102,70
7203,1
7506,9
7621,7
7666,28
7755,60
7762,2
7901,24
8002,27
8005,16
8068,21
8087,33
8094,35
8210,108
8215,7
8242,5
8322,1
8341,1
8501,2
8535,16
8536,25
8609,13
8619,112
8731,85
8736,46
8823,1
8827,5
8850,2
8859,12
8872,3
88008,2
88029,4
88030,1
88252,1
89031,2
89074,74
89101,2
89434,4
89436,22
89705,2
89706,18
10021,40
10027,22
10128,22
10302,14
10306,23
10552,3
10566,5
10601,8
10918,38
10924,20
10950,29
10960,25
10993,7
11003,3
11004,1
11201,25
11354,133
11385,15
11598,2
11786,4
11788,9
12019,2
12027,4
12303,4
12540,1
12866,18
12983,5
13309,2
13323,2
13753,2
43025,1
43040,12
43068,5
43076,4
43103,3
43201,2
43202,1
43203,1
43223,9
43228,14
43469,1
43945,5
44035,6
44105,2
44118,4
44622,2
44654,1
44663,26
44780,1
44830,4
45014,24
45066,13
45167,6
45207,10
45231,5
45431,15
45669,1
45680,4
45693,1
45805,9
74107,7
74127,19
74135,1
74937,1
97070,1
97202,3
97214,3
97367,1
97401,1
97502,2
97538,1
10150,1
15009,1
15044,3
15122,4
16046,2
16502,2
18036,1
18235,3
18337,6
18436,1
18466,3
18510,21
18641,3
18925,3
18929,14
18960,57
19046,94
19067,111
19073,31
19076,1
19101,3
19137,2
19146,7
19150,4
19152,61
19442,1
19460,40
19610,6
29058,1
29075,4
29078,7
29116,1
29169,13
29212,4
29304,1
29407,19
29449,5
29466,8
29506,165
29511,7
29536,5
29579,19
29655,1
37027,10
37064,3
37072,9
37083,1
37146,4
37303,2
37403,73
37774,6
37801,2
37857,3
37865,3
38104,5
38120,27
38134,22
38375,6
38585,3
75052,5
75056,5
75182,12
75204,22
75214,11
75226,6
75248,1
75401,14
75403,6
75442,13
75501,7
75833,1
76021,28
76137,18
76244,16
76262,1
76849,1
77024,80
77057,109
77065,88
77095,4
77096,104
77375,37
77429,21
77461,3
77535,9
77581,9
77598,98
77642,32
77845,5
78026,4
78064,58
78109,4
78205,45
78207,48
78216,80
78260,1
78361,13
78410,51
78504,15
78521,12
78574,5
78611,2
78731,45
78735,3
78745,11
79022,1
79606,7
79772,1
79901,13
79936,218
84043,10
84088,13
84098,7
20190,45
22026,6
22041,8
22181,2
22202,1
22206,2
22405,1
22435,3
22802,2
22903,12
23071,3
23123,4
23231,24
23237,5
23294,75
23321,67
23510,145
23831,127
23832,6
23834,133
23885,18
24055,2
24171,6
24210,21
24236,19
24522,10
24523,7
24540,16
24590,2
24605,36
24609,2
98026,12
98037,1
98087,1
98148,4
98225,3
98226,2
98277,15
98444,1
98516,1
98612,10
98813,1
24874,9
24901,40
24983,5
25177,6
25526,19
25530,1
25702,1
25801,144
25832,10
25901,5
26234,7
26250,21
26378,2
99503,9
99669,6
35173,1
35223,2
35476,2
35563,2
35620,1
35661,3
35806,20
35907,1
35989,2
36037,6
36067,8
36081,18
36266,4
36272,2
36477,2
36541,6
36542,20
36545,6
36608,41
36609,3
36801,8
36904,8
71671,1
71923,3
71953,5
72010,7
72032,2
72034,16
72117,16
72401,5
72761,4
85003,11
85028,49
85132,5
85137,5
85205,22
85213,2
85248,37
85324,2
85377,1
85621,28
85631,1
85933,1
86046,17
86303,2
86326,67
86403,99
90003,1
90028,15
90031,1
90044,4
90249,2
90255,46
90270,4
90304,6
90712,77
90720,150
90755,4
90806,151
91101,14
91350,1
91360,10
91505,17
91710,56
91741,76
92008,44
92075,13
92118,12
92119,1
92129,2
92131,7
92223,4
92227,1
92301,4
92311,49
92401,10
92509,33
92544,122
92582,1
92612,2
92626,18
92660,28
92673,52
92780,31
92782,3
92833,2
92869,5
93003,2
93105,1
93219,2
93307,1
93308,9
93312,21
93465,9
93534,153
93551,21
94028,2
94103,2
94132,21
94303,3
94520,174
94549,56
94605,1
94954,2
95008,14
95037,12
95050,8
95123,13
95351,1
95355,2
95382,4
95531,24
80002,23
80103,2
80120,73
80134,28
80204,4
80220,97
80403,1
81001,32
81005,4
81125,3
6460,1
6519,3
6851,3
20008,13
20016,77
19803,67
32066,2
32127,205
32207,42
32257,18
32514,20
32541,3
32817,15
32820,2
32821,3
32828,15
32968,1
32978,3
33015,56
33027,116
33126,18
33154,2
33176,173
33177,20
33317,150
33322,64
33406,94
33418,4
33440,14
33449,24
33469,7
33470,57
33483,12
33510,12
33615,65
33703,1
33716,10
33763,1
33770,58
33823,2
33834,7
33901,21
33916,2
33938,2
33952,76
34145,4
34207,6
34237,3
34266,1
34442,4
34452,23
34465,44
34639,39
34698,95
34949,1
30021,8
30047,17
30125,2
30144,30
30165,24
30177,1
30224,21
30324,10
30345,1
30349,6
30518,17
30546,6
30576,1
30620,3
30624,2
30901,6
30912,1
31031,5
31040,2
31407,1
31525,2
31539,1
31545,46
31602,13
31803,2
31815,1
31904,103
31908,3
50309,1
52632,3
83201,30
83301,1
83843,4
83864,9
60064,2
60085,25
60102,3
60181,3
60185,13
60190,26
60193,16
60440,3
60462,3
60617,31
60634,9
60659,6
60803,1
62243,7
62294,3
62442,5
62522,8
62895,3
46122,2
46219,1
46567,7
46635,1
46714,1
46804,40
47305,13
47403,3
47454,1
47710,1
47715,11
47841,20
47848,1
47879,2
66213,28
66227,6
67010,5
67042,4
67357,1
40004,8
40146,5
40243,49
40299,29
40347,7
40351,27
40361,2
40383,24
41144,2
41189,1
41230,17
41503,12
41522,8
41858,9
42038,1
42101,11
42503,29
42544,3
42728,28
70005,2
70065,36
70094,4
70501,8
70546,7
70592,9
70605,3
70616,5
70711,2
70809,44
71107,3
71334,2
1201,1
1240,2
1608,69
2421,16
2645,1
20622,46
20723,20
20742,3
20866,1
20876,22
20877,40
20904,82
21035,1
21042,42
21206,1
21209,37
21234,78
21235,1
21237,163
21531,3
21601,89
21663,3
21755,2
21853,8
4401,1
48183,5
48334,2
48439,1
49068,2
49770,1
55104,1
55337,5
55408,1
55435,27
63033,5
63042,3
63045,1
63101,1
63127,13
63128,54
63144,1
63445,2
63640,2
64014,3
64804,14
65065,12
65340,2
65802,3
38655,13
38671,17
39120,4
39168,2
39175,1
39479,2
39701,11
59601,3
27012,50
27045,2
27055,12
27313,2
27360,66
27406,3
27409,2
27521,4
27549,6
27613,10
27695,2
27822,3
27889,26
28007,1
28024,1
28036,4
28083,4
28097,14
28110,29
28210,56
28269,1
28301,2
28337,3
28339,6
28436,2
28654,2
28675,4
28697,14
28743,2
28805,7
28904,4
68130,2
3053,1
3110,4
7043,3
7081,28
7304,29
7450,40
7644,4
7662,8
7677,1
7746,10
7803,11
7856,3
7869,35
7977,4
8009,17
8021,13
8026,3
8053,106
8062,14
8069,8
8077,17
8079,13
8086,4
8105,15
8106,5
8109,6
8221,52
8224,2
8327,1
8361,3
8550,5
8690,80
8734,12
8817,25
8848,5
8861,64
8879,2
87505,2
88310,2
89052,86
89104,7
89130,16
10002,23
10007,3
10013,255
10018,1
10028,26
10304,8
10308,4
10530,2
10589,6
10704,7
10970,24
10980,4
11030,7
11242,1
11510,5
11553,11
11693,2
11722,1
11769,1
11776,55
11791,7
11798,2
11940,1
11949,6
11953,2
11968,4
12043,12
12083,1
12184,1
12189,4
12498,9
12533,20
12603,15
13045,1
13212,2
13214,2
13365,3
13413,54
13480,1
43016,14
43017,9
43023,22
43143,1
43220,8
43222,24
43302,7
43551,1
44053,4
44112,1
44512,29
44720,23
44827,2
45245,3
73115,1
74437,2
74745,1
97031,5
97045,4
97374,1
97417,4
97914,4
15131,2
15213,13
15275,1
15501,1
16066,15
17067,1
18045,16
18062,1
18091,1
18407,7
18427,11
18901,95
18912,11
18914,38
19002,12
19012,1
19065,3
19135,21
19140,82
19142,1
19149,41
19312,3
19348,53
19390,25
19405,1
29010,5
29063,21
29129,2
29161,11
29203,67
29356,2
29440,19
29479,2
29502,7
29527,18
29570,4
29577,31
29601,32
29604,23
29611,9
29621,30
29918,1
57702,2
37029,1
37030,5
37058,10
37066,22
37090,1
37186,3
37232,6
37405,4
37924,1
37931,6
38002,1
38018,3
38019,5
38105,3
38118,6
38131,1
38261,29
38401,103
75019,15
75023,5
75039,11
75043,5
75051,4
75061,11
75104,20
75115,19
75142,12
75238,1
75246,41
75409,1
75602,6
75964,2
76016,8
76020,4
76067,10
76148,3
76247,1
76426,7
76443,6
77014,187
77021,7
77031,2
77071,4
77084,22
77087,13
77316,1
77372,5
77373,3
77441,2
77469,16
77498,13
77573,6
77578,1
77619,1
77627,12
77630,37
77651,3
77705,12
77707,2
78061,10
78213,16
78214,45
78235,137
78537,1
78542,2
78756,7
79007,5
79415,12
84067,5
84095,6
84111,8
84112,4
84401,12
84663,4
84741,1
84790,18
20110,129
20116,1
20136,10
20151,24
20160,1
22046,19
22192,87
22201,18
22432,1
22901,13
23072,4
23109,5
23141,1
23222,14
23224,17
23229,198
23284,4
23337,1
23455,38
23462,106
23503,2
23803,18
23851,3
23923,9
24083,4
24201,17
24319,20
24354,6
24477,1
24501,29
24572,22
98006,4
98012,3
98021,41
98027,2
98040,1
98117,3
98122,33
98201,14
98257,1
98273,16
98274,36
98282,4
98366,12
98387,1
98626,8
98682,1
53005,1
53151,1
53188,2
53226,2
24944,4
24946,1
25045,1
25276,5
25302,6
25303,32
25311,13
25401,1
25446,1
25621,1
25628,1
25635,3
26175,1
26270,5
26601,8
26763,1
26801,9
82930,1
99504,2
99508,58
99654,14
35019,1
35055,9
35127,2
35146,2
35244,6
35773,2
35901,23
35950,1
36111,16
36207,59
36250,3
36304,2
36330,10
36375,3
36604,55
36784,2
71643,1
71854,11
72101,7
72131,1
72168,1
72745,4
72765,1
85020,71
85024,11
85053,17
85225,25
85226,11
85253,4
85254,74
85298,1
85326,17
85335,4
85345,1
85350,34
85501,8
85540,3
85610,2
85629,27
85714,17
85730,4
85750,1
86304,1
86337,4
90036,13
90095,16
90212,3
90220,8
90502,1
90620,9
90703,8
90717,9
90740,48
91322,2
91342,6
91343,1
91345,143
91504,15
91730,81
91752,3
91763,24
91789,3
91801,78
91803,9
91911,11
92011,6
92064,33
92115,7
92123,31
92201,152
92211,54
92532,11
92614,6
92707,5
92866,10
93033,3
93110,1
93256,9
93436,6
94010,22
94102,12
94117,22
94118,51
94404,2
94507,60
94523,162
94541,8
94578,19
94587,1
94607,4
94939,4
95023,1
95030,3
95051,1
95076,2
95117,3
95350,7
95407,1
95536,9
95677,3
95819,2
95926,2
95973,1
80004,8
80020,47
80033,107
80107,7
80110,47
80116,1
80117,2
80121,4
80128,9
80211,14
80214,5
80501,40
80525,5
80817,3
81063,1
81212,6
81226,1
81650,4
6477,3
6484,2
20009,109
20017,91
19720,14
19806,26
19807,12
19899,22
19943,1
19958,74
19975,15
32008,11
32092,2
32148,6
32216,69
32217,12
32304,2
32413,1
32548,5
32643,1
32819,135
32822,50
32904,17
32907,8
32937,12
33040,18
33070,1
33122,3
33162,207
33179,18
33182,2
33190,5
33305,10
33311,26
33321,138
33403,1
33414,48
33543,6
33567,17
33592,6
33612,57
33617,52
33619,3
33647,17
33759,2
33772,12
33776,1
33805,65
33812,53
33843,2
33881,71
33991,7
34446,16
34481,51
34610,2
34653,39
34669,8
34711,79
34741,187
34746,7
34947,7
34972,23
30013,18
30038,7
30039,17
30043,32
30045,81
30058,24
30062,18
30075,11
30176,11
30178,3
30269,24
30297,19
30308,172
30310,29
30458,59
30607,5
30650,2
30817,6
31014,4
31092,2
31211,7
31322,23
31405,100
31533,7
31537,3
31714,1
31768,1
50171,4
52627,1
52803,12
60010,11
60016,23
60177,1
60194,2
60301,2
60302,4
60504,38
60515,89
60558,23
60623,44
60630,5
60637,2
60915,2
60970,1
61820,8
62024,1
62207,3
62966,1
46012,1
46250,2
46304,6
46410,9
46750,2
46825,11
46962,1
47129,13
47522,1
47620,2
47634,1
66002,1
66204,125
66216,4
66224,1
67056,3
67205,20
40071,14
40205,21
40216,21
40504,48
40621,1
40769,4
40965,8
41041,16
41101,20
41465,3
42066,22
42262,1
42635,8
42653,14
42717,3
42743,5
70001,2
70006,91
70118,8
70129,3
70510,5
70560,9
70582,9
70810,4
71104,1
71357,1
71368,1
71446,3
71454,1
1843,9
1960,20
2215,1
2556,1
20657,2
20708,9
20774,7
20785,26
20815,161
20852,103
20902,77
21034,5
21047,6
21054,24
21078,34
21113,9
21220,8
21629,4
21802,1
21903,6
48073,2
48346,13
49684,1
